p,p_mod40,S_p,sgn
331711,31,1,1
331739,19,-1,-1
331819,19,-1,-1
331871,31,1,1
331999,39,-1,-1
332011,11,1,1
332039,39,-1,-1
332099,19,-1,-1
332159,39,-1,-1
332191,31,1,1
332219,19,-1,-1
332251,11,1,1
332399,39,-1,-1
332411,11,1,1
332471,31,1,1
332611,11,1,1
332699,19,-1,-1
332711,31,1,1
332951,31,1,1
333019,19,-1,-1
333031,31,1,1
333071,31,1,1
333131,11,1,1
333139,19,-1,-1
333271,31,1,1
333299,19,-1,-1
333331,11,1,1
333419,19,-1,-1
333439,39,-1,-1
333479,39,-1,-1
333491,11,1,1
333539,19,-1,-1
333631,31,1,1
333679,39,-1,-1
333691,11,1,1
333719,39,-1,-1
333779,19,-1,-1
333791,31,1,1
333871,31,1,1
333911,31,1,1
333959,39,-1,-1
334199,39,-1,-1
334231,31,1,1
334319,39,-1,-1
334331,11,1,1
334379,19,-1,-1
334511,31,1,1
334619,19,-1,-1
334651,11,1,1
334699,19,-1,-1
334751,31,1,1
334759,39,-1,-1
334771,11,1,1
334891,11,1,1
334931,11,1,1
335131,11,1,1
335171,11,1,1
335459,19,-1,-1
335519,39,-1,-1
335539,19,-1,-1
335579,19,-1,-1
335591,31,1,1
335719,39,-1,-1
335771,11,1,1
335879,39,-1,-1
335999,39,-1,-1
336059,19,-1,-1
336079,39,-1,-1
336151,31,1,1
336199,39,-1,-1
336491,11,1,1
336499,19,-1,-1
336551,31,1,1
336599,39,-1,-1
336671,31,1,1
336899,19,-1,-1
337031,31,1,1
337039,39,-1,-1
337219,19,-1,-1
337279,39,-1,-1
337339,19,-1,-1
337411,11,1,1
337511,31,1,1
337639,39,-1,-1
337691,11,1,1
337759,39,-1,-1
337859,19,-1,-1
337919,39,-1,-1
337999,39,-1,-1
338159,39,-1,-1
338231,31,1,1
338251,11,1,1
338279,39,-1,-1
338411,11,1,1
338531,11,1,1
338579,19,-1,-1
338731,11,1,1
338791,31,1,1
338839,39,-1,-1
338851,11,1,1
338999,39,-1,-1
339071,31,1,1
339091,11,1,1
339139,19,-1,-1
339151,31,1,1
339211,11,1,1
339239,39,-1,-1
339331,11,1,1
339491,11,1,1
339539,19,-1,-1
339671,31,1,1
339679,39,-1,-1
339751,31,1,1
339799,39,-1,-1
339811,11,1,1
339839,39,-1,-1
339959,39,-1,-1
340031,31,1,1
340079,39,-1,-1
340211,11,1,1
340339,19,-1,-1
340451,11,1,1
340559,39,-1,-1
340591,31,1,1
340619,19,-1,-1
340811,11,1,1
340859,19,-1,-1
340919,39,-1,-1
340931,11,1,1
340939,19,-1,-1
341059,19,-1,-1
341171,11,1,1
341219,19,-1,-1
341311,31,1,1
341339,19,-1,-1
341459,19,-1,-1
341659,19,-1,-1
341839,39,-1,-1
341851,11,1,1
341879,39,-1,-1
341951,31,1,1
341959,39,-1,-1
342059,19,-1,-1
342071,31,1,1
342131,11,1,1
342179,19,-1,-1
342191,31,1,1
342239,39,-1,-1
342299,19,-1,-1
342319,39,-1,-1
342359,39,-1,-1
342371,11,1,1
342599,39,-1,-1
342659,19,-1,-1
342679,39,-1,-1
342691,11,1,1
342791,31,1,1
342799,39,-1,-1
342871,31,1,1
342899,19,-1,-1
342971,11,1,1
343019,19,-1,-1
343051,11,1,1
343199,39,-1,-1
343379,19,-1,-1
343391,31,1,1
343411,11,1,1
343559,39,-1,-1
343579,19,-1,-1
343631,31,1,1
343639,39,-1,-1
343831,31,1,1
343891,11,1,1
343939,19,-1,-1
343951,31,1,1
344039,39,-1,-1
344111,31,1,1
344171,11,1,1
344231,31,1,1
344251,11,1,1
344291,11,1,1
344371,11,1,1
344599,39,-1,-1
344639,39,-1,-1
344719,39,-1,-1
344759,39,-1,-1
344791,31,1,1
344819,19,-1,-1
344959,39,-1,-1
345011,11,1,1
345139,19,-1,-1
345259,19,-1,-1
345311,31,1,1
345379,19,-1,-1
345431,31,1,1
345479,39,-1,-1
345511,31,1,1
345571,11,1,1
345599,39,-1,-1
345659,19,-1,-1
345679,39,-1,-1
345791,31,1,1
345979,19,-1,-1
346051,11,1,1
346079,39,-1,-1
346091,11,1,1
346111,31,1,1
346259,19,-1,-1
346331,11,1,1
346391,31,1,1
346399,39,-1,-1
346439,39,-1,-1
346559,39,-1,-1
346639,39,-1,-1
346699,19,-1,-1
346739,19,-1,-1
346751,31,1,1
346939,19,-1,-1
347059,19,-1,-1
347071,31,1,1
347099,19,-1,-1
347131,11,1,1
347251,11,1,1
347299,19,-1,-1
347411,11,1,1
347519,39,-1,-1
347539,19,-1,-1
347579,19,-1,-1
347591,31,1,1
347651,11,1,1
347731,11,1,1
347759,39,-1,-1
347771,11,1,1
347779,19,-1,-1
347891,11,1,1
347899,19,-1,-1
347951,31,1,1
347959,39,-1,-1
348011,11,1,1
348191,31,1,1
348239,39,-1,-1
348259,19,-1,-1
348419,19,-1,-1
348431,31,1,1
348731,11,1,1
348739,19,-1,-1
348779,19,-1,-1
348811,11,1,1
348839,39,-1,-1
348851,11,1,1
348911,31,1,1
348919,39,-1,-1
349079,39,-1,-1
349171,11,1,1
349199,39,-1,-1
349211,11,1,1
349379,19,-1,-1
349399,39,-1,-1
349499,19,-1,-1
349519,39,-1,-1
349579,19,-1,-1
349759,39,-1,-1
349819,19,-1,-1
349831,31,1,1
349871,31,1,1
349919,39,-1,-1
349939,19,-1,-1
350039,39,-1,-1
350111,31,1,1
350159,39,-1,-1
350179,19,-1,-1
350191,31,1,1
350219,19,-1,-1
350351,31,1,1
350411,11,1,1
350459,19,-1,-1
350699,19,-1,-1
350711,31,1,1
350719,39,-1,-1
350771,11,1,1
350851,11,1,1
350891,11,1,1
350899,19,-1,-1
350971,11,1,1
351059,19,-1,-1
351079,39,-1,-1
351179,19,-1,-1
351311,31,1,1
351359,39,-1,-1
351479,39,-1,-1
351551,31,1,1
351751,31,1,1
351779,19,-1,-1
351859,19,-1,-1
351931,11,1,1
351959,39,-1,-1
351971,11,1,1
352111,31,1,1
352271,31,1,1
352399,39,-1,-1
352411,11,1,1
352459,19,-1,-1
352511,31,1,1
352619,19,-1,-1
352691,11,1,1
352711,31,1,1
352739,19,-1,-1
352819,19,-1,-1
352831,31,1,1
352931,11,1,1
352939,19,-1,-1
352951,31,1,1
353011,11,1,1
353099,19,-1,-1
353179,19,-1,-1
353359,39,-1,-1
353459,19,-1,-1
353471,31,1,1
353531,11,1,1
353699,19,-1,-1
353711,31,1,1
353819,19,-1,-1
353879,39,-1,-1
353891,11,1,1
353939,19,-1,-1
354091,11,1,1
354139,19,-1,-1
354251,11,1,1
354259,19,-1,-1
354391,31,1,1
354479,39,-1,-1
354539,19,-1,-1
354619,19,-1,-1
354751,31,1,1
354779,19,-1,-1
354791,31,1,1
354799,39,-1,-1
354839,39,-1,-1
354971,11,1,1
355031,31,1,1
355039,39,-1,-1
355211,11,1,1
355331,11,1,1
355339,19,-1,-1
355379,19,-1,-1
355519,39,-1,-1
355559,39,-1,-1
355571,11,1,1
355591,31,1,1
355679,39,-1,-1
355799,39,-1,-1
356039,39,-1,-1
356219,19,-1,-1
356299,19,-1,-1
356351,31,1,1
356399,39,-1,-1
356579,19,-1,-1
356731,11,1,1
356831,31,1,1
356959,39,-1,-1
356999,39,-1,-1
357031,31,1,1
357131,11,1,1
357139,19,-1,-1
357179,19,-1,-1
357271,31,1,1
357319,39,-1,-1
357359,39,-1,-1
357551,31,1,1
357619,19,-1,-1
357659,19,-1,-1
357671,31,1,1
357779,19,-1,-1
357839,39,-1,-1
358031,31,1,1
358079,39,-1,-1
358159,39,-1,-1
358279,39,-1,-1
358291,11,1,1
358459,19,-1,-1
358471,31,1,1
358571,11,1,1
358691,11,1,1
358859,19,-1,-1
358931,11,1,1
358979,19,-1,-1
359279,39,-1,-1
359291,11,1,1
359299,19,-1,-1
359311,31,1,1
359419,19,-1,-1
359911,31,1,1
360071,31,1,1
360091,11,1,1
360271,31,1,1
360439,39,-1,-1
360551,31,1,1
360611,11,1,1
360779,19,-1,-1
360851,11,1,1
360959,39,-1,-1
361091,11,1,1
361111,31,1,1
361159,39,-1,-1
361211,11,1,1
361219,19,-1,-1
361271,31,1,1
361279,39,-1,-1
361351,31,1,1
361411,11,1,1
361451,11,1,1
361499,19,-1,-1
361651,11,1,1
361679,39,-1,-1
361799,39,-1,-1
361871,31,1,1
361919,39,-1,-1
361979,19,-1,-1
362051,11,1,1
362099,19,-1,-1
362291,11,1,1
362339,19,-1,-1
362419,19,-1,-1
362431,31,1,1
362459,19,-1,-1
362599,39,-1,-1
362759,39,-1,-1
362851,11,1,1
362911,31,1,1
362951,31,1,1
363019,19,-1,-1
363059,19,-1,-1
363119,39,-1,-1
363151,31,1,1
363179,19,-1,-1
363199,39,-1,-1
363211,11,1,1
363271,31,1,1
363359,39,-1,-1
363371,11,1,1
363379,19,-1,-1
363431,31,1,1
363439,39,-1,-1
363491,11,1,1
363551,31,1,1
363659,19,-1,-1
363719,39,-1,-1
363731,11,1,1
363799,39,-1,-1
363911,31,1,1
363959,39,-1,-1
364031,31,1,1
364079,39,-1,-1
364271,31,1,1
364379,19,-1,-1
364451,11,1,1
364471,31,1,1
364571,11,1,1
364691,11,1,1
364699,19,-1,-1
364739,19,-1,-1
364751,31,1,1
364759,39,-1,-1
364879,39,-1,-1
364891,11,1,1
364919,39,-1,-1
364979,19,-1,-1
365039,39,-1,-1
365119,39,-1,-1
365159,39,-1,-1
365231,31,1,1
365251,11,1,1
365291,11,1,1
365419,19,-1,-1
365479,39,-1,-1
365531,11,1,1
365611,11,1,1
365699,19,-1,-1
365759,39,-1,-1
365839,39,-1,-1
365851,11,1,1
366139,19,-1,-1
366239,39,-1,-1
366259,19,-1,-1
366439,39,-1,-1
366479,39,-1,-1
366599,39,-1,-1
366631,31,1,1
366791,31,1,1
366851,11,1,1
367019,19,-1,-1
367139,19,-1,-1
367219,19,-1,-1
367259,19,-1,-1
367391,31,1,1
367531,11,1,1
367559,39,-1,-1
367651,11,1,1
367699,19,-1,-1
367819,19,-1,-1
368059,19,-1,-1
368099,19,-1,-1
368111,31,1,1
368171,11,1,1
368231,31,1,1
368279,39,-1,-1
368399,39,-1,-1
368411,11,1,1
368471,31,1,1
368531,11,1,1
368651,11,1,1
368791,31,1,1
368899,19,-1,-1
368911,31,1,1
368939,19,-1,-1
369071,31,1,1
369119,39,-1,-1
369191,31,1,1
369211,11,1,1
369319,39,-1,-1
369419,19,-1,-1
369491,11,1,1
369539,19,-1,-1
369659,19,-1,-1
369731,11,1,1
369739,19,-1,-1
369791,31,1,1
369851,11,1,1
369959,39,-1,-1
369979,19,-1,-1
370091,11,1,1
370159,39,-1,-1
370199,39,-1,-1
370399,39,-1,-1
370411,11,1,1
370439,39,-1,-1
370451,11,1,1
370471,31,1,1
370571,11,1,1
370619,19,-1,-1
370631,31,1,1
370759,39,-1,-1
370871,31,1,1
370891,11,1,1
370919,39,-1,-1
371099,19,-1,-1
371131,11,1,1
371179,19,-1,-1
371191,31,1,1
371339,19,-1,-1
371479,39,-1,-1
371639,39,-1,-1
371699,19,-1,-1
371779,19,-1,-1
371831,31,1,1
371939,19,-1,-1
372059,19,-1,-1
372131,11,1,1
372179,19,-1,-1
372271,31,1,1
372299,19,-1,-1
372311,31,1,1
372511,31,1,1
372539,19,-1,-1
372611,11,1,1
372719,39,-1,-1
372739,19,-1,-1
372751,31,1,1
372839,39,-1,-1
372871,31,1,1
372971,11,1,1
372979,19,-1,-1
373019,19,-1,-1
373091,11,1,1
373151,31,1,1
373199,39,-1,-1
373211,11,1,1
373379,19,-1,-1
373459,19,-1,-1
373631,31,1,1
373859,19,-1,-1
373951,31,1,1
373999,39,-1,-1
374039,39,-1,-1
374219,19,-1,-1
374299,19,-1,-1
374359,39,-1,-1
374399,39,-1,-1
374531,11,1,1
374639,39,-1,-1
374719,39,-1,-1
374771,11,1,1
374819,19,-1,-1
374839,39,-1,-1
374879,39,-1,-1
374939,19,-1,-1
375019,19,-1,-1
375059,19,-1,-1
375119,39,-1,-1
375259,19,-1,-1
375311,31,1,1
375359,39,-1,-1
375371,11,1,1
375391,31,1,1
375451,11,1,1
375511,31,1,1
375559,39,-1,-1
375631,31,1,1
375779,19,-1,-1
375799,39,-1,-1
375899,19,-1,-1
375971,11,1,1
375979,19,-1,-1
376039,39,-1,-1
376171,11,1,1
376199,39,-1,-1
376291,11,1,1
376399,39,-1,-1
376471,31,1,1
376511,31,1,1
376531,11,1,1
376631,31,1,1
376639,39,-1,-1
376679,39,-1,-1
376699,19,-1,-1
376759,39,-1,-1
376811,11,1,1
376819,19,-1,-1
376891,11,1,1
376931,11,1,1
377011,11,1,1
377071,31,1,1
377099,19,-1,-1
377171,11,1,1
377219,19,-1,-1
377291,11,1,1
377339,19,-1,-1
377459,19,-1,-1
377471,31,1,1
377491,11,1,1
377599,39,-1,-1
377711,31,1,1
377831,31,1,1
377851,11,1,1
377911,31,1,1
377999,39,-1,-1
378011,11,1,1
378019,19,-1,-1
378071,31,1,1
378151,31,1,1
378179,19,-1,-1
378239,39,-1,-1
378379,19,-1,-1
378439,39,-1,-1
378551,31,1,1
378559,39,-1,-1
378571,11,1,1
378619,19,-1,-1
378671,31,1,1
378779,19,-1,-1
378919,39,-1,-1
379039,39,-1,-1
379199,39,-1,-1
379319,39,-1,-1
379399,39,-1,-1
379439,39,-1,-1
379451,11,1,1
379459,19,-1,-1
379531,11,1,1
379571,11,1,1
379579,19,-1,-1
379679,39,-1,-1
379811,11,1,1
379859,19,-1,-1
379931,11,1,1
379979,19,-1,-1
380131,11,1,1
380231,31,1,1
380291,11,1,1
380299,19,-1,-1
380459,19,-1,-1
380591,31,1,1
380651,11,1,1
380819,19,-1,-1
380879,39,-1,-1
380951,31,1,1
380971,11,1,1
381011,11,1,1
381019,19,-1,-1
381071,31,1,1
381239,39,-1,-1
381319,39,-1,-1
381371,11,1,1
381419,19,-1,-1
381559,39,-1,-1
381631,31,1,1
381659,19,-1,-1
381791,31,1,1
381911,31,1,1
381991,31,1,1
382231,31,1,1
382271,31,1,1
382331,11,1,1
382391,31,1,1
382511,31,1,1
382519,39,-1,-1
382631,31,1,1
382751,31,1,1
382871,31,1,1
382919,39,-1,-1
382939,19,-1,-1
382979,19,-1,-1
382999,39,-1,-1
383051,11,1,1
383099,19,-1,-1
383171,11,1,1
383179,19,-1,-1
383219,19,-1,-1
383291,11,1,1
383399,39,-1,-1
383459,19,-1,-1
383519,39,-1,-1
383651,11,1,1
383659,19,-1,-1
383759,39,-1,-1
383791,31,1,1
383891,11,1,1
383951,31,1,1
384079,39,-1,-1
384151,31,1,1
384299,19,-1,-1
384331,11,1,1
384359,39,-1,-1
384479,39,-1,-1
384599,39,-1,-1
384619,19,-1,-1
384719,39,-1,-1
384751,31,1,1
384779,19,-1,-1
384851,11,1,1
384919,39,-1,-1
385079,39,-1,-1
385139,19,-1,-1
385171,11,1,1
385199,39,-1,-1
385279,39,-1,-1
385331,11,1,1
385379,19,-1,-1
385391,31,1,1
385471,31,1,1
385531,11,1,1
385559,39,-1,-1
385571,11,1,1
385579,19,-1,-1
385739,19,-1,-1
385811,11,1,1
385859,19,-1,-1
385991,31,1,1
386039,39,-1,-1
386051,11,1,1
386119,39,-1,-1
386131,11,1,1
386159,39,-1,-1
386279,39,-1,-1
386299,19,-1,-1
386339,19,-1,-1
386411,11,1,1
386431,31,1,1
386471,31,1,1
386651,11,1,1
386731,11,1,1
386839,39,-1,-1
386891,11,1,1
387031,31,1,1
387071,31,1,1
387199,39,-1,-1
387371,11,1,1
387551,31,1,1
387659,19,-1,-1
387791,31,1,1
387839,39,-1,-1
387911,31,1,1
387971,11,1,1
388211,11,1,1
388231,31,1,1
388259,19,-1,-1
388351,31,1,1
388391,31,1,1
388459,19,-1,-1
388471,31,1,1
388499,19,-1,-1
388691,11,1,1
388699,19,-1,-1
388711,31,1,1
388859,19,-1,-1
388891,11,1,1
388931,11,1,1
389099,19,-1,-1
389111,31,1,1
389171,11,1,1
389219,19,-1,-1
389231,31,1,1
389399,39,-1,-1
389531,11,1,1
389539,19,-1,-1
389579,19,-1,-1
389591,31,1,1
389651,11,1,1
389659,19,-1,-1
389699,19,-1,-1
389819,19,-1,-1
389839,39,-1,-1
389911,31,1,1
389971,11,1,1
389999,39,-1,-1
390119,39,-1,-1
390191,31,1,1
390199,39,-1,-1
390359,39,-1,-1
390419,19,-1,-1
390479,39,-1,-1
390491,11,1,1
390499,19,-1,-1
390539,19,-1,-1
390671,31,1,1
390739,19,-1,-1
390751,31,1,1
390791,31,1,1
390959,39,-1,-1
391019,19,-1,-1
391151,31,1,1
391199,39,-1,-1
391219,19,-1,-1
391231,31,1,1
391331,11,1,1
391351,31,1,1
391379,19,-1,-1
391399,39,-1,-1
391451,11,1,1
391519,39,-1,-1
391579,19,-1,-1
391619,19,-1,-1
391631,31,1,1
391639,39,-1,-1
391679,39,-1,-1
391691,11,1,1
391739,19,-1,-1
391751,31,1,1
391891,11,1,1
391999,39,-1,-1
392059,19,-1,-1
392111,31,1,1
392159,39,-1,-1
392239,39,-1,-1
392251,11,1,1
392279,39,-1,-1
392299,19,-1,-1
392339,19,-1,-1
392519,39,-1,-1
392531,11,1,1
392599,39,-1,-1
392611,11,1,1
392699,19,-1,-1
392759,39,-1,-1
392851,11,1,1
392879,39,-1,-1
392911,31,1,1
393059,19,-1,-1
393191,31,1,1
393271,31,1,1
393299,19,-1,-1
393311,31,1,1
393451,11,1,1
393479,39,-1,-1
393539,19,-1,-1
393551,31,1,1
393611,11,1,1
393671,31,1,1
393739,19,-1,-1
393919,39,-1,-1
394019,19,-1,-1
394211,11,1,1
394259,19,-1,-1
394271,31,1,1
394319,39,-1,-1
394411,11,1,1
394571,11,1,1
394631,31,1,1
394699,19,-1,-1
394739,19,-1,-1
394759,39,-1,-1
394811,11,1,1
394819,19,-1,-1
394879,39,-1,-1
394931,11,1,1
395039,39,-1,-1
395111,31,1,1
395119,39,-1,-1
395159,39,-1,-1
395231,31,1,1
395459,19,-1,-1
395491,11,1,1
395611,11,1,1
395719,39,-1,-1
395851,11,1,1
395891,11,1,1
395971,11,1,1
396031,31,1,1
396091,11,1,1
396119,39,-1,-1
396239,39,-1,-1
396259,19,-1,-1
396299,19,-1,-1
396311,31,1,1
396379,19,-1,-1
396479,39,-1,-1
396631,31,1,1
396719,39,-1,-1
396919,39,-1,-1
397051,11,1,1
397099,19,-1,-1
397211,11,1,1
397259,19,-1,-1
397351,31,1,1
397379,19,-1,-1
397459,19,-1,-1
397519,39,-1,-1
397591,31,1,1
397751,31,1,1
397799,39,-1,-1
397811,11,1,1
397939,19,-1,-1
398039,39,-1,-1
398171,11,1,1
398219,19,-1,-1
398339,19,-1,-1
398459,19,-1,-1
398539,19,-1,-1
398591,31,1,1
398711,31,1,1
398731,11,1,1
398759,39,-1,-1
398771,11,1,1
398819,19,-1,-1
399059,19,-1,-1
399071,31,1,1
399079,39,-1,-1
399131,11,1,1
399151,31,1,1
399239,39,-1,-1
399271,31,1,1
399391,31,1,1
399491,11,1,1
399499,19,-1,-1
399571,11,1,1
399691,11,1,1
399719,39,-1,-1
399739,19,-1,-1
399851,11,1,1
399871,31,1,1
399911,31,1,1
399979,19,-1,-1
400031,31,1,1
400051,11,1,1
400199,39,-1,-1
400291,11,1,1
400331,11,1,1
400339,19,-1,-1
400391,31,1,1
400471,31,1,1
400559,39,-1,-1
400579,19,-1,-1
400619,19,-1,-1
400679,39,-1,-1
400711,31,1,1
400739,19,-1,-1
400759,39,-1,-1
400859,19,-1,-1
400871,31,1,1
400931,11,1,1
401039,39,-1,-1
401179,19,-1,-1
401279,39,-1,-1
401371,11,1,1
401411,11,1,1
401519,39,-1,-1
401551,31,1,1
401651,11,1,1
401671,31,1,1
401711,31,1,1
401771,11,1,1
401839,39,-1,-1
401939,19,-1,-1
401959,39,-1,-1
402071,31,1,1
402131,11,1,1
402239,39,-1,-1
402331,11,1,1
402359,39,-1,-1
402379,19,-1,-1
402419,19,-1,-1
402511,31,1,1
402559,39,-1,-1
402691,11,1,1
402739,19,-1,-1
402859,19,-1,-1
403159,39,-1,-1
403339,19,-1,-1
403391,31,1,1
403439,39,-1,-1
403499,19,-1,-1
403511,31,1,1
403591,31,1,1
403679,39,-1,-1
403979,19,-1,-1
404011,11,1,1
404099,19,-1,-1
404119,39,-1,-1
404191,31,1,1
404291,11,1,1
404399,39,-1,-1
404431,31,1,1
404531,11,1,1
404539,19,-1,-1
404699,19,-1,-1
404779,19,-1,-1
404819,19,-1,-1
404951,31,1,1
405091,11,1,1
405179,19,-1,-1
405199,39,-1,-1
405211,11,1,1
405239,39,-1,-1
405299,19,-1,-1
405439,39,-1,-1
405491,11,1,1
405599,39,-1,-1
405659,19,-1,-1
405679,39,-1,-1
405719,39,-1,-1
405731,11,1,1
405959,39,-1,-1
405991,31,1,1
406331,11,1,1
406499,19,-1,-1
406531,11,1,1
406559,39,-1,-1
406579,19,-1,-1
406591,31,1,1
406631,31,1,1
406699,19,-1,-1
406739,19,-1,-1
406811,11,1,1
406859,19,-1,-1
406951,31,1,1
407059,19,-1,-1
407119,39,-1,-1
407219,19,-1,-1
407291,11,1,1
407311,31,1,1
407471,31,1,1
407579,19,-1,-1
407639,39,-1,-1
407651,11,1,1
407699,19,-1,-1
407879,39,-1,-1
407899,19,-1,-1
407959,39,-1,-1
407971,11,1,1
408071,31,1,1
408131,11,1,1
408271,31,1,1
408431,31,1,1
408479,39,-1,-1
408491,11,1,1
408539,19,-1,-1
408659,19,-1,-1
408719,39,-1,-1
408911,31,1,1
408971,11,1,1
408979,19,-1,-1
409099,19,-1,-1
409259,19,-1,-1
409271,31,1,1
409291,11,1,1
409351,31,1,1
409379,19,-1,-1
409391,31,1,1
409499,19,-1,-1
409579,19,-1,-1
409691,11,1,1
409711,31,1,1
409879,39,-1,-1
409891,11,1,1
409951,31,1,1
410171,11,1,1
410231,31,1,1
410239,39,-1,-1
410279,39,-1,-1
410299,19,-1,-1
410339,19,-1,-1
410519,39,-1,-1
410651,11,1,1
410659,19,-1,-1
410731,11,1,1
410759,39,-1,-1
410819,19,-1,-1
410999,39,-1,-1
411011,11,1,1
411031,31,1,1
411119,39,-1,-1
411251,11,1,1
411259,19,-1,-1
411311,31,1,1
411371,11,1,1
411379,19,-1,-1
411479,39,-1,-1
411491,11,1,1
411611,11,1,1
411679,39,-1,-1
411779,19,-1,-1
411799,39,-1,-1
411919,39,-1,-1
411991,31,1,1
412019,19,-1,-1
412039,39,-1,-1
412051,11,1,1
412099,19,-1,-1
412171,11,1,1
412211,11,1,1
412411,11,1,1
412619,19,-1,-1
412739,19,-1,-1
412771,11,1,1
412859,19,-1,-1
413111,31,1,1
413159,39,-1,-1
413579,19,-1,-1
413711,31,1,1
413719,39,-1,-1
413759,39,-1,-1
413779,19,-1,-1
413879,39,-1,-1
414031,31,1,1
414131,11,1,1
414179,19,-1,-1
414199,39,-1,-1
414311,31,1,1
414331,11,1,1
414539,19,-1,-1
414571,11,1,1
414611,11,1,1
414679,39,-1,-1
414731,11,1,1
414779,19,-1,-1
414959,39,-1,-1
414971,11,1,1
415031,31,1,1
415039,39,-1,-1
415111,31,1,1
415159,39,-1,-1
415231,31,1,1
415319,39,-1,-1
415379,19,-1,-1
415391,31,1,1
415559,39,-1,-1
415631,31,1,1
415691,11,1,1
415799,39,-1,-1
415819,19,-1,-1
415879,39,-1,-1
415931,11,1,1
415979,19,-1,-1
415999,39,-1,-1
416071,31,1,1
416159,39,-1,-1
416219,19,-1,-1
416239,39,-1,-1
416291,11,1,1
416359,39,-1,-1
416419,19,-1,-1
416459,19,-1,-1
416491,11,1,1
416531,11,1,1
416579,19,-1,-1
416719,39,-1,-1
417019,19,-1,-1
417119,39,-1,-1
417191,31,1,1
417239,39,-1,-1
417251,11,1,1
417331,11,1,1
417371,11,1,1
417419,19,-1,-1
417479,39,-1,-1
417491,11,1,1
417511,31,1,1
417559,39,-1,-1
417671,31,1,1
417691,11,1,1
417731,11,1,1
417751,31,1,1
417811,11,1,1
417839,39,-1,-1
417899,19,-1,-1
417959,39,-1,-1
418051,11,1,1
418079,39,-1,-1
418199,39,-1,-1
418219,19,-1,-1
418259,19,-1,-1
418279,39,-1,-1
418331,11,1,1
418339,19,-1,-1
418351,31,1,1
418391,31,1,1
418511,31,1,1
418559,39,-1,-1
418631,31,1,1
418699,19,-1,-1
418739,19,-1,-1
418751,31,1,1
418799,39,-1,-1
418811,11,1,1
418819,19,-1,-1
418939,19,-1,-1
419051,11,1,1
419059,19,-1,-1
419171,11,1,1
419231,31,1,1
419291,11,1,1
419351,31,1,1
419459,19,-1,-1
419491,11,1,1
419579,19,-1,-1
419591,31,1,1
419599,39,-1,-1
419651,11,1,1
419791,31,1,1
419831,31,1,1
419959,39,-1,-1
419999,39,-1,-1
420191,31,1,1
420319,39,-1,-1
420331,11,1,1
420419,19,-1,-1
420439,39,-1,-1
420479,39,-1,-1
420499,19,-1,-1
420551,31,1,1
420599,39,-1,-1
420779,19,-1,-1
420799,39,-1,-1
420811,11,1,1
420859,19,-1,-1
420899,19,-1,-1
421019,19,-1,-1
421079,39,-1,-1
421159,39,-1,-1
421279,39,-1,-1
421331,11,1,1
421339,19,-1,-1
421459,19,-1,-1
421559,39,-1,-1
421639,39,-1,-1
421691,11,1,1
421699,19,-1,-1
421711,31,1,1
421739,19,-1,-1
422099,19,-1,-1
422231,31,1,1
422291,11,1,1
422311,31,1,1
422459,19,-1,-1
422711,31,1,1
422759,39,-1,-1
422879,39,-1,-1
422899,19,-1,-1
422911,31,1,1
423019,19,-1,-1
423091,11,1,1
423179,19,-1,-1
423191,31,1,1
423251,11,1,1
423299,19,-1,-1
423431,31,1,1
423559,39,-1,-1
423779,19,-1,-1
423791,31,1,1
423859,19,-1,-1
424019,19,-1,-1
424079,39,-1,-1
424091,11,1,1
424139,19,-1,-1
424199,39,-1,-1
424231,31,1,1
424271,31,1,1
424471,31,1,1
424519,39,-1,-1
424559,39,-1,-1
424639,39,-1,-1
424679,39,-1,-1
424819,19,-1,-1
424891,11,1,1
424939,19,-1,-1
425039,39,-1,-1
425059,19,-1,-1
425251,11,1,1
425279,39,-1,-1
425419,19,-1,-1
425519,39,-1,-1
425591,31,1,1
425779,19,-1,-1
425819,19,-1,-1
425839,39,-1,-1
425879,39,-1,-1
425911,31,1,1
425939,19,-1,-1
425959,39,-1,-1
426011,11,1,1
426091,11,1,1
426311,31,1,1
426691,11,1,1
426731,11,1,1
426779,19,-1,-1
426799,39,-1,-1
426859,19,-1,-1
426919,39,-1,-1
426931,11,1,1
426971,11,1,1
427079,39,-1,-1
427279,39,-1,-1
427351,31,1,1
427379,19,-1,-1
427439,39,-1,-1
427451,11,1,1
427579,19,-1,-1
427591,31,1,1
427619,19,-1,-1
427711,31,1,1
427751,31,1,1
427859,19,-1,-1
427879,39,-1,-1
427919,39,-1,-1
427939,19,-1,-1
427991,31,1,1
428039,39,-1,-1
428231,31,1,1
428299,19,-1,-1
428339,19,-1,-1
428411,11,1,1
428471,31,1,1
428531,11,1,1
428551,31,1,1
428579,19,-1,-1
428639,39,-1,-1
428671,31,1,1
428731,11,1,1
428759,39,-1,-1
428899,19,-1,-1
429119,39,-1,-1
429139,19,-1,-1
429211,11,1,1
429271,31,1,1
429511,31,1,1
429551,31,1,1
429599,39,-1,-1
429631,31,1,1
429659,19,-1,-1
429679,39,-1,-1
429719,39,-1,-1
429731,11,1,1
429911,31,1,1
429931,11,1,1
429971,11,1,1
429991,31,1,1
430019,19,-1,-1
430091,11,1,1
430139,19,-1,-1
430259,19,-1,-1
430499,19,-1,-1
430511,31,1,1
430571,11,1,1
430579,19,-1,-1
430691,11,1,1
430699,19,-1,-1
